category,air_date,category
AUSTEN POWERS,2/6/03,5
AUSTEN-TATIOUS,6/7/99,5
AUSTIN,7/11/07,5
AUSTIN SPACE,10/20/03,5
AUSTRALIA,2/8/85,3
AUSTRALIA,3/8/90,5
AUSTRALIA,5/23/08,5
AUSTRALIAN ANIMALS,11/21/11,5
AUSTRALIAN BUSINESS,12/7/04,5
AUSTRALIAN CAPITALS,5/13/10,5
AUSTRALIAN CAPITALS,5/8/03,5
AUSTRALIAN GEOGRAPHY,9/16/09,5
AUSTRALIAN HISTORY,2/19/08,5
AUSTRALIAN LIT,10/15/07,5
AUSTRALIAN LITERATURE,11/5/90,5
AUSTRALIAN MOVIES,6/9/11,5
AUSTRALIAN STATES,5/9/00,5
AUSTRALIAN WILDLIFE,6/22/05,5
AUSTRALIAN WILDLIFE,9/26/08,5
AUSTRALISMS,10/20/11,5
AUSTRIA,5/29/89,5
AUSTRIA,5/31/90,5
AUSTRIAN HISTORY,12/8/10,5
AUSTRIANS,3/28/11,3
AUTEUR!  AUTEUR!,1/14/10,5
AUTHOR BIOS,3/8/05,5
AUTHOR COUNTDOWN,10/2/01,5
AUTHOR!  ARTHUR!,5/20/05,5
AUTHOR!  AUTHOR!,12/5/05,5
AUTHOR!  AUTHOR!,3/3/99,5
AUTHOR! AUTHOR!,1/26/00,5
AUTHOR! AUTHOR!,1/29/01,5
AUTHOR! AUTHOR!,12/8/98,5
AUTHOR! AUTHOR!,6/5/01,5
AUTHOR'S DEDICATIONS,10/17/91,5
AUTHOR'S DICTIONARY,2/19/99,5
AUTHOR'S MAIDEN NAMES,6/27/05,5
"AUTHOR, AUTHOR",6/22/98,5
"AUTHOR, AUTHOR!",2/4/10,5
AUTHOR-ITATIVE INFORMATION,7/10/03,5
AUTHORS,1/1/97,1
AUTHORS,1/11/90,5
AUTHORS,1/17/05,5
AUTHORS,1/17/11,1
AUTHORS,1/18/96,5
AUTHORS,1/24/97,5
AUTHORS,1/28/03,5
AUTHORS,1/31/03,1
AUTHORS,1/8/10,1
AUTHORS,10/1/99,1
AUTHORS,10/12/98,5
AUTHORS,10/2/96,5
AUTHORS,10/26/04,1
AUTHORS,11/11/91,1
AUTHORS,11/16/88,5
AUTHORS,11/27/89,5
AUTHORS,11/27/97,5
AUTHORS,11/6/02,1
AUTHORS,11/6/06,1
AUTHORS,12/11/07,5
AUTHORS,12/13/96,5
AUTHORS,12/16/96,5
AUTHORS,12/23/04,1
AUTHORS,12/25/06,5
AUTHORS,12/27/99,1
AUTHORS,12/3/07,1
AUTHORS,12/5/00,5
AUTHORS,12/9/98,5
AUTHORS,2/17/99,1
AUTHORS,2/18/98,1
AUTHORS,3/13/08,1
AUTHORS,3/14/97,5
AUTHORS,3/18/10,1
AUTHORS,3/19/01,5
AUTHORS,3/24/00,5
AUTHORS,3/25/09,1
AUTHORS,3/3/97,5
AUTHORS,3/4/11,5
AUTHORS,3/5/99,1
AUTHORS,4/1/91,5
AUTHORS,4/10/90,5
AUTHORS,4/14/99,5
AUTHORS,4/16/99,1
AUTHORS,4/17/03,5
AUTHORS,4/19/11,1
AUTHORS,4/21/97,5
AUTHORS,5/23/07,5
AUTHORS,5/26/11,5
AUTHORS,5/28/92,5
AUTHORS,5/9/97,5
AUTHORS,6/17/05,1
AUTHORS,6/18/97,5
AUTHORS,6/21/06,1
AUTHORS,6/23/97,5
AUTHORS,6/30/97,1
AUTHORS,6/4/04,5
AUTHORS,6/4/97,5
AUTHORS,6/6/97,5
AUTHORS,7/18/96,5
AUTHORS,7/19/01,1
AUTHORS,7/19/05,5
AUTHORS,7/20/04,5
AUTHORS,7/5/05,5
AUTHORS,7/7/95,5
AUTHORS,9/10/07,1
AUTHORS,9/11/00,1
AUTHORS,9/22/97,5
AUTHORS,9/24/07,1
AUTHORS & THEIR CHARACTERS,12/12/02,5
AUTHORS & THEIR CHARACTERS,5/3/02,5
AUTHORS & THEIR CHARACTERS,6/20/08,5
AUTHORS & THEIR SLEUTHS,3/20/01,5
AUTHORS & THEIR SLEUTHS,3/30/09,5
AUTHORS & THEIR SLEUTHS,6/10/98,5
AUTHORS & THEIR WORKS,11/29/96,5
AUTHORS & THEIR WORKS,12/12/96,5
AUTHORS & THEIR WORKS,12/25/97,5
AUTHORS & THEIR WORKS,2/17/97,5
AUTHORS & THEIR WORKS,2/9/99,5
AUTHORS & THEIR WORKS,4/9/97,5
AUTHORS & THEIR WORKS,5/14/97,5
AUTHORS & THEIR WORKS,6/25/97,5
AUTHORS BEFORE & AFTER,10/11/04,5
AUTHORS FROM GEORGIA,11/4/91,5
AUTHORS IN HOLLYWOOD,4/15/11,5
AUTHORS IN THEIR YOUTH,5/11/06,5
AUTHORS NOT WRITING,12/28/11,4
AUTHORS OF THE 1920s,5/15/01,1
AUTHORS ON AUDIOTAPE,6/21/99,4
AUTHORS ON AUTHORS,10/23/07,5
AUTHORS ON AUTHORS,10/3/08,5
AUTHORS ON AUTHORS,2/20/97,5
AUTHORS ON AUTHORS,2/4/98,5
AUTHORS ON AUTHORS,4/14/11,1
AUTHORS ON AUTHORS,9/15/97,5
AUTHORS ON FILM,5/15/03,5
AUTHORS ON FILM,6/28/01,5
AUTHORS' AFFAIRS,7/16/99,5
AUTHORS' BIRTHPLACES,11/22/10,5
AUTHORS' BIRTHPLACES,4/27/10,2
AUTHORS' CHARACTERS,2/27/97,5
AUTHORS' CHILDREN,4/28/05,5
AUTHORS' FIRST NAMES,12/2/88,5
AUTHORS' HOME STATES,11/2/98,5
AUTHORS' HOMES,7/4/08,5
AUTHORS' LESSER-KNOWN NOVELS,4/3/09,1
AUTHORS' MAIDEN NAMES,11/10/89,5
AUTHORS' MIDDLE NAMES,12/20/00,5
AUTHORS' MIDDLE NAMES,6/19/03,5
AUTHORS' MIDDLE NAMES,9/25/08,5
AUTHORS' NATIVE LANDS,2/15/01,5
AUTHORS' NATIVE LANDS,5/13/02,5
AUTHORS' NICKNAMES,4/25/97,5
AUTHORS' OBITUARIES,12/27/07,1
AUTHORS' ODD JOBS,1/28/98,5
AUTHORS' ODD JOBS,9/29/98,5
AUTHORS' PEN NAMES,12/24/99,5
AUTHORS' PRIVATE LIVES,11/8/02,5
AUTHORS' QUOTATIONS,1/4/10,1
AUTHORS' RHYME TIME,1/18/00,5
AUTHORS' RHYME TIME,10/13/06,5
AUTHORS' RHYME TIME,10/22/97,5
AUTHORS' RHYME TIME,12/14/98,5
AUTHORS' RHYME TIME,2/20/07,5
AUTHORS' RHYME TIME,3/4/99,5
AUTHORS' RHYME TIME,4/22/97,5
AUTHORS' RHYME TIME,6/10/99,4
AUTHORS' RHYME TIME,9/10/98,5
AUTHORS' RHYME TIME,9/27/99,5
AUTHORS' RHYME TIME,9/4/96,5
AUTHORS' WORKS,1/10/07,5
AUTO FIRSTS,2/27/97,5
AUTO FOCUS,5/4/06,5
AUTO HAIKU,2/26/08,5
AUTO LOGOS,10/17/02,5
AUTO RACING,10/10/02,5
AUTO RACING 101,10/26/09,3
AUTO SHOP,11/13/87,5
AUTO SHOP,11/21/85,5
AUTO TUNES,7/22/11,5
AUTO-BREVIATIONS,3/28/06,5
AUTOBIOGRAPHERS,1/20/00,5
AUTOBIOGRAPHERS,1/27/03,5
AUTOBIOGRAPHERS,11/9/07,5
AUTOBIOGRAPHERS,6/1/00,5
AUTOBIOGRAPHERS,9/28/99,5
AUTOBIOGRAPHIES,11/10/11,5
AUTOBIOGRAPHIES,11/19/85,5
AUTOBIOGRAPHIES,12/26/89,5
AUTOBIOGRAPHIES,3/27/96,5
AUTOBIOGRAPHIES,3/5/98,1
AUTOBIOGRAPHIES,6/5/97,1
AUTOBIOGRAPHIES,7/19/91,5
AUTOIMMUNE DISORDERS,5/1/02,5
AUTOMOBILE LOGOS,9/16/98,5
AUTOMOBILES,1/13/86,3
AUTOMOBILES,4/21/87,3
AUTOMOBILES,9/12/84,5
AUTOMOTIVE HISTORY,12/8/99,1
AUTOMOTIVE HISTORY,4/1/05,1
AUTOMOTIVE HISTORY,9/3/01,1
AUTOMOTIVE METAPHORS,11/27/02,5
AUTUMN LEAVES,2/10/05,5
AUTUMN WORDS,10/11/05,5
AUTUMN-ATIC,9/26/00,5
AVATAR,11/12/10,5
"AVENUE ""Q""",4/19/05,5
AVENUE QUEUE,9/28/11,5
AVERAGE,11/10/03,5
AVIARY,3/16/01,4
AVIATION,1/9/01,3
AVIATION,10/4/04,5
AVIATION,11/16/88,5
AVIATION,11/19/87,5
AVIATION,12/2/93,5
AVIATION,12/3/08,5
AVIATION,12/9/04,5
AVIATION,3/16/05,5
AVIATION,3/17/11,5
AVIATION,3/24/97,5
AVIATION,3/31/98,1
AVIATION,4/14/97,5
AVIATION,4/29/08,5
AVIATION,6/9/08,5
AVIATION,9/25/00,5
AVIATION FIRSTS,1/17/12,2
AVIATION FIRSTS,10/26/05,5
AVIATION HISTORY,1/3/08,1
AVOIDING A DISASTROUS TRIP TO EUROPE,3/19/10,5
AWARD NAMESAKES,10/3/08,1
AWARD PRESENTERS,10/23/01,5
AWARD-WINNING AUTHORS,12/14/04,1
AWARDS,1/20/05,5
AWARDS,1/20/97,1
AWARDS,10/14/97,1
AWARDS,10/15/03,5
AWARDS,10/15/97,5
AWARDS,11/12/92,5
AWARDS,11/14/96,3
AWARDS,11/22/94,5
AWARDS,11/25/96,5
AWARDS,11/25/97,5
AWARDS,11/26/04,5
AWARDS,11/26/93,5
AWARDS,12/11/84,5
AWARDS,12/2/88,5
AWARDS,12/21/89,1
AWARDS,12/23/96,5
AWARDS,12/23/97,5
AWARDS,12/31/93,5
AWARDS,12/4/98,1
AWARDS,2/15/08,5
AWARDS,2/6/97,5
AWARDS,3/15/01,5
AWARDS,3/20/97,5
AWARDS,3/26/97,4
AWARDS,4/1/91,5
AWARDS,4/29/98,1
AWARDS,5/16/97,5
AWARDS,5/19/03,1
AWARDS,6/23/05,5
AWARDS,6/28/93,5
AWARDS,7/10/97,5
AWARDS,7/12/99,5
AWARDS,7/14/04,5
AWARDS,7/19/91,5
AWARDS,7/20/01,5
AWARDS,7/8/97,5
AWARDS,9/23/99,5
AWARDS & HONORS,10/6/11,5
AWARDS & HONORS,11/11/02,5
AWARDS & HONORS,11/28/05,5
AWARDS & HONORS,11/5/04,5
AWARDS & HONORS,12/13/01,5
AWARDS & HONORS,12/19/07,5
AWARDS & HONORS,2/1/08,5
AWARDS & HONORS,3/6/08,5
AWARDS & HONORS,4/14/06,5
AWARDS & HONORS,5/28/10,1
AWARDS & HONORS,5/29/09,5
AWARENESS MONTHS,10/17/01,5
AWKWARD,9/21/09,5
"AYE AYE, ADMIRAL",3/22/00,5
"AYE AYE, CAPTAIN",3/26/03,5
AYE!  IT'S IRELAND,3/16/01,5
"AYE, ""PAD""",4/4/11,5
AZTEC GODS,12/25/06,5
A_O_L,7/4/05,5
American Heritage PREFERRED PLURALS,11/3/00,5
As,4/19/04,5
AskOxford.com,4/21/10,5
B FOLLOWS A,9/26/08,5
B MINUS,4/14/04,5
B MINUS,5/1/06,5
B SILENT,11/14/97,5
"B, M, W",11/29/04,5
B-BOYS,4/18/01,5
B.C.,12/20/99,5
B.C.,4/4/00,5
B.C.,7/13/10,5
B.C. & AFTER,1/1/10,5
B.C. PEOPLE,11/9/00,5
B.C. PEOPLE,9/11/01,5
B.C. THINKERS,5/7/09,1
B.C. TIMES,12/29/04,5
B.C. TIMES,3/9/99,5
B.C. WOMEN,10/6/97,5
B.C.'n YOU,4/21/04,5
BABE,6/17/10,5
BABEL-ING ON,10/27/06,5
BABIES,11/28/97,5
"BABOONS, BATS, & BANDICOOTS",6/26/08,5
BABY BOOKS,11/4/05,5
BABY BOOMER MEMORIES,6/11/02,5
BABY GOT BACH,11/6/07,5
BABY LOVE,10/2/09,5
BABY NAMES,1/15/08,1
BABY NAMES,11/29/04,1
BABY NAMES A LA SHAKESPEARE,4/8/11,5
BABY PICTURES,12/23/04,5
BABY TALK,12/29/10,5
BABY TALK,4/23/01,5
BABY TALK,7/17/98,5
BABY YOU CAN MAKE MY CAR,5/26/06,5
"BABY, YOU CAN DRIVE MY CAR",2/25/10,5
BABYLON 5,9/3/02,5
BABYSITTING TIPS,2/12/03,5
BACH IN THE SADDLE,1/24/07,5
BACH'S CANTATAS,7/21/09,5
"BACH, BEETHOVEN OR BRAHMS",2/4/04,5
BACK AT THE CBC,2/26/09,4
BACK HOME,4/13/10,5
"BACK IN ""BLACK""",4/20/04,5
"BACK IN ""BLACK""",7/21/06,5
BACK IN '65,12/28/04,5
BACK IN '68,4/22/08,5
BACK IN 1906,3/17/06,5
BACK IN MY ARMS AGAIN,10/2/09,5
BACK IN THE '90s,11/12/10,5
BACK IN THE '90s,5/18/00,5
BACK IN THE USSR,4/25/07,5
BACK OF THE BOOK,11/22/94,5
BACK TO '80s TV,11/1/11,5
BACK TO BUSINESS,7/7/09,5
BACK TO LISBON,7/10/98,5
BACK TO LITERARY BRITAIN,10/1/98,5
BACK TO SCHOOL,10/2/00,5
BACK TO SCHOOL,12/14/11,5
BACK TO SCHOOL,9/11/97,5
BACK TO THE '50s,1/19/06,5
BACK TO THE DRAWING BOARD,10/2/07,5
BACK TO THE FUCHSIA,12/30/05,5
BACK TO THE HOTEL,1/10/05,5
BACK WORDS,5/12/05,5
BACKING BANDS,1/21/10,5
BACKSTAGE AT THE MET,4/18/11,5
BACKWARDS,2/24/98,5
BACKWORDS,10/3/02,5
BACKWORDS,12/18/00,5
BACKWORDS,4/7/04,5
BACKWORDS,5/12/05,5
BACKWORDS,5/18/06,5
BACKWORDS,5/22/01,2
BACKWORDS,5/5/03,5
BACKWORDS,6/10/08,5
BACKWORDS,6/30/10,5
BACKWORDS,9/15/10,5
BACKYARD GAMES,2/20/90,5
BACON,4/18/08,5
BACTERIOLOGY,11/3/05,4
"BAD BOYS, BAD BOYS",4/27/04,5
BAD BREAK-UP LINES,4/12/10,5
BAD ENGLISH,10/24/02,5
BAD FOREIGN STUDY CHOICES,2/18/00,5
BAD FORTUNE COOKIES,3/18/11,5
BAD GUYS,3/23/10,5
BAD HAIR DAYS,6/5/98,5
BAD HEIR DAY,11/2/11,5
BAD NEWS,11/3/99,5
BAD NEWS,2/16/00,5
BAD NEWS,2/17/03,5
BAD TIME CHARLIE,1/6/10,5
"BAG ""DAD""",10/10/03,5
BAG LADIES,1/19/01,5
BAHRAIN,9/28/04,5
BAKED GOODS,5/29/97,5
BAKER'S TREAT,10/14/97,4
BAKING 3s,6/18/04,5
BAKING BRANDS,4/20/10,5
BALANCHINE BALLETS,10/14/08,5
BALANCHINE BALLETS,3/9/05,5
BALD AMBITION,10/2/01,5
BALD IS BEAUTIFUL,6/21/10,5
BALDER-DASH!,9/22/00,5
BALL GAMES,11/10/09,5
BALL GAMES,11/19/02,5
BALL GAMES,11/5/97,5
BALLERINAS,11/20/95,5
BALLET,1/1/07,4
BALLET,1/13/97,3
BALLET,1/19/01,1
BALLET,1/19/04,3
BALLET,1/8/03,5
BALLET,1/8/99,1
BALLET,10/14/05,2
BALLET,10/20/97,5
BALLET,10/26/01,5
BALLET,10/27/92,5
BALLET,10/3/00,5
BALLET,10/5/11,5
BALLET,10/8/10,3
BALLET,11/10/03,5
BALLET,11/11/86,5
BALLET,11/15/07,5
BALLET,11/15/89,5
BALLET,11/16/92,5
BALLET,11/17/00,5
BALLET,11/21/96,5
BALLET,11/23/94,5
BALLET,11/4/11,5
BALLET,11/6/95,5
BALLET,12/11/96,3
BALLET,12/2/93,5
BALLET,12/23/09,5
BALLET,12/6/99,5
BALLET,2/13/03,5
BALLET,2/16/90,5
BALLET,2/2/96,5
BALLET,2/25/03,4
BALLET,2/5/01,5
BALLET,2/8/07,5
BALLET,3/28/11,2
BALLET,4/17/08,5
BALLET,4/22/03,4
BALLET,4/27/04,5
BALLET,4/7/04,5
BALLET,5/12/00,5
BALLET,5/13/02,5
BALLET,5/20/92,5
BALLET,5/23/03,5
BALLET,5/25/89,5
BALLET,5/25/99,1
BALLET,5/3/01,5
BALLET,5/30/05,5
BALLET,5/5/05,5
BALLET,5/6/97,3
BALLET,5/9/90,5
BALLET,6/23/99,5
BALLET,6/24/87,5
BALLET,6/25/97,5
BALLET,6/29/93,5
BALLET,6/8/98,5
BALLET,7/10/09,5
BALLET,7/17/98,5
BALLET,7/2/97,5
BALLET,7/24/07,5
BALLET,9/12/89,5
BALLET,9/15/00,5
BALLET,9/23/09,5
BALLET,9/8/03,3
BALLET,9/8/92,5
BALLET & OPERA,10/19/04,5
BALLET BASICS,2/10/09,5
BALLET BASICS,7/23/08,5
BALLET DANCERS,3/3/10,5
BALLET HIGH,5/24/11,5
BALLET IN THE '90s,2/16/98,2
BALLET IN THE '90s,5/27/98,5
BALLET IS FOR THE BIRDS!,2/15/06,5
BALLET IT ON THICK,11/1/11,5
BALLET MUSIC,12/31/08,5
BALLET MUSIC,2/19/09,3
BALLET ROLES,2/24/06,5
BALLET'S IN THE HOUSE,4/17/01,5
BALLETS ALEX COULD STAR IN,6/16/09,5
BALLETS THAT TEENS LIKE,11/17/08,5
BALLETS WE'VE NEVER ASKED ABOUT BEFORE,4/8/11,5
BALLOONS,3/25/98,5
BALLOONS,5/1/00,4
BALLPARK FIGURES,7/6/04,5
BALLPARK FRANKS,12/30/10,5
BALLPARK NICKNAMES,1/15/10,5
BALLROOM BLITZ,9/21/04,5
BALLS,10/28/97,5
BALLS,2/12/08,5
BALLS,9/3/01,5
BALLS OF FURY,3/10/09,3
BALTIC AVENUE,12/7/05,5
BALTIMORE,10/26/01,5
BAN THAT BOOK!,4/26/99,5
BANANA REPUBLIC,10/25/00,5
BANANARAMA,4/3/09,5
BANANAS,3/15/99,5
BANANAS,6/29/10,5
BAND DEBUTS BY DECADE,4/14/09,5
BAND DEBUTS BY DECADE,6/27/11,5
BAND IN BOSTON,11/19/98,5
BAND NAMES,2/10/10,5
BAND NAMES,3/10/05,5
BAND OF BROTHERS,4/16/09,5
BANDS,11/30/98,1
BANDS,5/1/00,5
BANDS BY LEAD SINGER,6/15/11,5
BANDS BY THE NUMBER,3/12/99,5
BANDS IN MOVIES,5/25/10,5
BANDS IN OTHER WORDS,4/15/04,5
BANDS OF THE '70s,6/25/99,1
BANDS OF THE '80S,1/1/97,5
BANDS OF THE '90s,11/8/99,5
BANG THE DRUM,12/6/02,5
BANGERS,4/9/07,5
BANGLADESH SLOWLY,3/7/06,5
BANJOS,2/4/98,5
BANK ON IT,3/11/09,5
BANK SHOTS,7/4/05,5
BANKING,12/26/05,2
BANKRUPTCY,12/11/97,5
BANNED,10/19/07,5
BANNED AS PETS IN NYC,2/25/00,5
BANNED BOOKS,11/26/07,5
BANNED BOOKS,7/1/09,5
BANNED ON EBAY,3/8/00,5
BANNED!,10/14/99,5
BAR EXAM,6/20/05,5
BARBARA WALTERS' 20 YEARS,12/13/96,5
BARBER COLLEGE,11/18/03,5
BARBRA STREISAND,12/13/02,5
BARBRA STREISAND MOVIES,5/9/05,5
BARBS FROM THE BARD,6/23/98,5
BARCELONA,11/30/99,5
BARD BITS,2/3/09,5
BARELY ALIVE,6/1/07,5
BARNYARD ANIMALS,12/18/97,5
BARNYARD ANIMALS,5/5/97,2
BARONS & BARONESSES,6/30/05,5
BARRE TENDERS,12/21/00,3
BARRE TENDERS,6/8/07,5
BARRIERS,5/16/05,5
BARRY MANILOW,10/9/98,5
BARRY ME,12/11/00,5
BARTENDING,3/16/10,5
BARTENDING,3/21/06,5
BARTENDING,6/25/04,5
BARTLETT'S FAMILIAR QUOTATIONS,10/16/98,5
BARTLETT'S FAMILIAR QUOTATIONS,4/5/11,1
BARTLETT'S PAIRS,1/18/12,5
BASEBALL,10/17/89,5
BASEBALL,11/16/95,5
BASEBALL,11/17/87,5
BASEBALL,11/30/98,5
BASEBALL,11/8/91,5
BASEBALL,12/28/00,5
BASEBALL,12/4/96,1
BASEBALL,2/8/85,5
BASEBALL,3/26/90,5
BASEBALL,4/13/98,5
BASEBALL,4/14/08,5
BASEBALL,4/23/86,5
BASEBALL,9/11/02,1
BASEBALL,9/12/84,1
BASEBALL,9/26/84,5
BASEBALL & THE PRESIDENCY,4/12/11,1
BASEBALL '98,3/1/99,5
BASEBALL -- 1999,1/20/00,5
BASEBALL FRANCHISE SHIFTS,10/19/07,5
BASEBALL GEOGRAPHY,4/18/11,1
BASEBALL HALL OF FAMERS,1/22/99,5
BASEBALL HALL OF FAMERS,12/22/06,5
BASEBALL HALL OF FAMERS,4/23/01,1
BASEBALL HALL OF FAMERS' TEAMS,2/23/10,5
BASEBALL HISTORY,10/22/03,5
BASEBALL HISTORY,10/24/05,5
BASEBALL HISTORY,2/2/04,1
BASEBALL HISTORY,5/26/00,1
BASEBALL HISTORY,6/7/02,5
BASEBALL HISTORY,7/1/08,5
BASEBALL HISTORY,7/11/08,1
BASEBALL HOME STADIUMS,4/5/01,5
BASEBALL IN THE '60s,11/3/04,5
BASEBALL LIT,3/20/00,3
BASEBALL LIT,6/21/00,5
BASEBALL MANAGERS,4/7/06,5
BASEBALL MOVIE HAIKU,11/24/06,5
BASEBALL MOVIE SCORECARD,5/25/07,5
BASEBALL MOVIES,6/9/97,5
BASEBALL MVPs BY DECADE,12/6/04,5
BASEBALL NICKNAMES,10/20/99,5
BASEBALL NICKNAMES,10/3/11,5
BASEBALL NICKNAMES,3/27/97,5
BASEBALL NICKNAMES,5/5/06,5
BASEBALL NICKNAMES,6/17/10,5
BASEBALL NICKNAMES,9/11/03,5
BASEBALL RECORD BREAKERS,6/20/06,5
BASEBALL ROOKIES OF THE YEAR,5/25/10,5
BASEBALL ROOKIES OF THE YEAR,9/21/04,5
BASEBALL TEAMS,11/27/98,1
BASEBALL TERMS,4/29/08,1
BASEBALL TERMS,6/5/03,5
BASEBALL WORDS,2/10/00,5
BASEBALL'S GREATEST HITTERS,11/27/00,5
BASEBALL: THE 1930s,9/7/04,5
BASEBALL: THE 1960s,6/4/07,5
BASEBRAWL,10/23/09,5
BASES LOADED,12/12/02,5
BASH-FUL,3/29/11,5
BASHIN' FASHION,2/23/06,5
BASIC SCIENCE,1/19/11,5
BASIC SCIENCE,1/24/07,5
BASIC SCIENCE,2/5/09,5
BASIC SCIENCE,6/6/07,5
BASIC SPANISH,2/8/07,5
BASIC TRAIN-ING,11/3/05,5
BASKETBALL,11/3/05,5
BASKETBALL,11/9/10,5
BASKETBALL,12/2/97,5
BASKETBALL,3/19/98,5
BASKETBALL,6/6/01,5
BASKETBALL,6/9/98,1
BASKETBALL,7/12/02,5
BASKETBALL,9/5/96,5
BASKETBALL MOVIES,3/12/03,5
BASKETBALL WITH COACH DIXON,11/19/04,5
BASKETMAKING,1/19/09,5
BASKIN ROBBINS ICE CREAM,12/16/10,5
BASS LINES,12/19/05,5
BATH & BEYOND,3/23/09,5
BATMAN,7/1/10,5
BATMAN TV VILLAINS,7/23/09,5
BATMAN'S WORLD,7/10/00,5
BATMEN & ROBINS,3/17/97,5
BATS,10/28/97,5
BATTER-Y,1/27/09,5
BATTERIES,2/26/99,5
BATTLE CRIES,3/12/98,5
BATTLE CRIES,3/20/08,5
BATTLE DESCRIPTIONS,10/21/09,5
BATTLE STARS,4/26/11,5
BATTLE STATIONS,3/11/08,5
BATTLE STATIONS,9/12/05,5
BATTLE TO NAME THE WAR,3/30/11,5
BATTLEFIELDS,4/30/02,5
BATTLES,10/3/97,1
BATTLES,11/4/86,5
BATTLES,3/18/11,5
BATTLES,4/30/08,5
BATTLES BY PRESENT-DAY COUNTRY,3/25/09,5
BATTLES OF THE BULGE,4/30/09,4
BATTLES THAT CHANGED HISTORY,12/24/07,5
BAVARIOUS,4/10/00,5
BAWDY BABES IN BOOKS,1/25/08,4
"BAY ""B""",11/28/05,5
BAY O' WOLF,7/22/09,5
BAY WATCHING,1/13/03,5
BAY WATCHING,9/10/97,4
BAYS,1/7/97,5
BAYS,5/10/10,5
BAYWATCH BEACH SAFETY,11/4/98,5
"BE ""APP""Y",1/20/11,5
"BE A ""HEP"" CAT",5/13/05,5
"BE A ""NO"" IT ALL",12/15/04,5
BE A POTATO HEAD,3/25/05,5
BE A QUICK CHANGE ARTIST,10/23/03,5
BE A ROADS SCHOLAR,3/15/00,5
BE A SALAMI SWAMI,4/30/01,5
BE A SPORT,2/18/08,5
BE A SPORT,5/15/09,5
BE A SPORT,7/19/07,5
BE A STELLAR SPELLER,6/14/07,3
"BE AFRAID, BE VERY AFRAID",5/2/02,5
BE AFRAID...,2/2/01,5
BE AFRAID...BE VERY AFRAID,4/6/04,5
BE B.C.,12/23/05,3
BE FRUITFUL & MULTIPLY,7/6/10,5
"BE IT EVER SO ""UMBLE""",7/6/06,5
"BE MY ""PAL""",7/8/99,5
BE ON YOUR KIERKEGAARD,2/23/04,4
BE PREPARED,6/16/11,5
BE TRUE TO YOUR SCHOOL,2/10/10,5
BEACH BOYS,9/21/01,5
BEACH MOVIES,11/27/98,5
BEACH VOLLEYBALL,5/25/09,5
BEADS,5/25/00,4
BEAGLEMANIA,4/11/03,5
BEAKMAN'S WORLD,2/13/97,5
BEAN,1/4/07,5
BEANS,10/17/01,5
BEANS,11/9/98,5
BEANTOWN TV,2/22/07,5
BEANY,5/17/07,5
BEAR CLAUSE,1/11/08,5
BEAR FACTS,10/4/85,5
BEAR FEAT,3/22/00,5
BEAR IT,10/5/09,5
BEAR STUFF,7/27/06,5
BEAR WITH ME,2/26/01,5
BEAR WITH THESE BOOKS,4/26/11,5
BEARING WITNESS,5/11/04,5
BEARING WORDS,2/26/98,5
BEARS,11/20/98,5
BEAST OF BURDEN,6/19/06,5
BEASTLY BLUES,6/30/09,5
BEASTLY BOOK TITLES,1/17/03,5
BEASTLY BOOKS,12/8/99,5
BEASTLY BUSINESS,4/27/05,5
BEASTLY COLLECTIVES,6/22/10,5
BEASTLY COMMON BONDS,10/10/00,5
BEASTLY COMMON BONDS,4/17/00,5
BEASTLY COMMON BONDS,5/4/04,5
BEASTLY COMMON BONDS,6/13/00,5
BEASTLY EXPRESSIONS,1/13/99,5
BEASTLY EXPRESSIONS,1/31/08,5
BEASTLY EXPRESSIONS,1/4/12,5
BEASTLY EXPRESSIONS,10/31/06,5
BEASTLY EXPRESSIONS,2/5/99,5
BEASTLY EXPRESSIONS,3/2/01,5
BEASTLY EXPRESSIONS,3/24/08,5
BEASTLY EXPRESSIONS,4/7/10,5
BEASTLY EXPRESSIONS,5/7/98,5
BEASTLY EXPRESSIONS,7/11/08,5
BEASTLY EXPRESSIONS,9/17/02,5
BEASTLY EXPRESSIONS,9/22/09,5
BEASTLY EXPRESSIONS,9/29/98,5
BEASTLY GEOGRAPHY,12/17/99,5
BEASTLY HOMONYMS,3/5/10,5
BEASTLY LANGUAGE,2/23/05,5
BEASTLY LINES,9/14/06,5
BEASTLY LIT,12/4/06,5
BEASTLY LIT,4/5/06,5
BEASTLY LITERATURE,5/23/01,5
BEASTLY MOVIE TITLES,9/8/00,5
BEASTLY MOVIES,9/10/02,5
BEASTLY MOVIES,9/19/01,3
BEASTLY NAMES,7/2/03,5
BEASTLY NOISES,9/27/07,5
BEASTLY NOVELS BY CHARACTER,7/15/04,5
BEASTLY QUOTES,11/29/05,5
BEASTLY RHYME TIME,10/15/03,5
BEASTLY RHYME TIME,11/10/00,5
BEASTLY RHYME TIME,11/20/07,5
BEASTLY RHYME TIME,11/3/09,5
BEASTLY RHYME TIME,2/14/00,5
BEASTLY RHYME TIME,6/6/00,5
BEASTLY RHYME TIME,6/9/08,5
BEASTLY RHYME TIME,9/14/05,5
BEASTLY VERBS,6/4/02,5
BEASTLY WORDS & PHRASES,7/14/03,5
BEASTLY WORDS & PHRASES,7/3/00,5
BEASTS,1/5/99,5
"BEAT ""OU""",5/25/10,5
BEAT IT,6/4/02,5
